@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_y,supp_esp}

@data
$,_,w,y,-,-,y,k,$,y,supp_esp
$,_,w,y,-,-,k,f,$,y,supp_esp
$,_,w,y,-,-,k,f,$,y,supp_esp
$,_,w,y,-,-,>,k,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,q,E,$,y,supp_esp
$,_,w,y,-,-,q,E,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,r,D,$,y,supp_esp
$,_,w,y,-,-,r,D,$,y,supp_esp
$,_,w,y,-,-,>,r,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,E,t,$,y,supp_esp
$,_,w,y,-,-,E,t,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,q,h,$,y,supp_esp
$,_,w,y,-,-,q,h,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,E,n,q,w,_,n,E,$,y,supp_esp
$,E,t,q,w,_,t,E,$,y,supp_esp
$,E,y,q,w,_,y,E,$,y,supp_esp
$,E,t,q,w,_,y,t,$,y,supp_esp
$,E,-,q,t,w,E,$,$,y,supp_esp
$,E,-,q,w,_,E,$,$,y,supp_esp
$,E,>,q,w,_,>,E,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,S,$,y,supp_esp
$,_,w,y,-,-,H,S,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,n,$,y,supp_esp
$,_,w,y,-,-,x,n,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,E,f,$,y,supp_esp
$,_,w,y,-,-,E,f,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,r,$,y,supp_esp
$,_,w,y,-,-,H,r,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,q,s,$,y,supp_esp
$,_,w,y,-,-,q,s,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,l,$,y,supp_esp
$,_,w,y,-,-,x,l,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,T,$,y,supp_esp
$,_,w,y,-,-,x,T,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,l,$,y,supp_esp
$,_,w,y,-,-,x,l,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,q,$,y,supp_esp
$,_,w,y,-,-,H,q,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,s,$,y,supp_esp
$,_,w,y,-,-,x,s,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,q,m,$,y,supp_esp
$,_,w,y,-,-,q,m,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,_,w,y,-,-,q,r,$,y,supp_esp
$,_,w,y,-,-,n,D,$,y,supp_esp
$,_,w,y,-,-,t,D,$,y,supp_esp
$,_,w,y,-,-,y,D,$,y,supp_esp
$,_,w,y,-,-,D,H,$,y,supp_esp
$,_,w,y,-,-,D,H,$,y,supp_esp
$,_,w,y,-,-,A,D,$,y,supp_esp
$,_,w,y,-,-,n,m,$,y,supp_esp
$,_,w,y,-,-,t,m,$,y,supp_esp
$,_,w,y,-,-,y,m,$,y,supp_esp
$,_,w,y,-,-,m,n,$,y,supp_esp
$,_,w,y,-,-,A,m,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,>,$,y,supp_esp
$,_,w,y,-,-,s,>,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,r,b,$,y,supp_esp
$,_,w,y,-,-,r,b,$,y,supp_esp
$,_,w,y,-,-,A,r,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,f,r,$,y,supp_esp
$,_,w,y,-,-,f,r,$,y,supp_esp
$,_,w,y,-,-,A,f,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,b,z,$,y,supp_esp
$,_,w,y,-,-,b,z,$,y,supp_esp
$,_,w,y,-,-,A,b,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,t,S,$,y,supp_esp
$,_,w,y,-,-,y,S,$,y,supp_esp
$,_,w,y,-,-,S,b,$,y,supp_esp
$,_,w,y,-,-,S,b,$,y,supp_esp
$,_,w,y,-,-,A,S,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,h,$,y,supp_esp
$,_,w,y,-,-,s,h,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,l,m,$,y,supp_esp
$,_,w,y,-,-,l,m,$,y,supp_esp
$,_,w,y,-,-,A,l,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,l,H,$,y,supp_esp
$,_,w,y,-,-,l,H,$,y,supp_esp
$,_,w,y,-,-,A,l,$,y,supp_esp
$,_,w,y,-,-,n,d,$,y,supp_esp
$,_,w,y,-,-,t,d,$,y,supp_esp
$,_,w,y,-,-,y,d,$,y,supp_esp
$,_,w,y,-,-,d,f,$,y,supp_esp
$,_,w,y,-,-,d,f,$,y,supp_esp
$,_,w,y,-,-,A,d,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,j,$,y,supp_esp
$,_,w,y,-,-,n,j,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,f,l,$,y,supp_esp
$,_,w,y,-,-,f,l,$,y,supp_esp
$,_,w,y,-,-,A,f,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,n,-,b,E,w,n,$,$,y,supp_esp
$,t,-,b,E,w,t,$,$,y,supp_esp
$,y,-,b,E,w,y,$,$,y,supp_esp
$,-,-,b,E,t,$,b,$,y,supp_esp
$,-,-,b,E,w,$,b,$,y,supp_esp
$,A,-,b,E,w,A,$,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,r,k,$,y,supp_esp
$,_,w,y,-,-,r,k,$,y,supp_esp
$,_,w,y,-,-,A,r,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,n,-,b,h,w,n,$,$,y,supp_esp
$,t,-,b,h,w,t,$,$,y,supp_esp
$,y,-,b,h,w,y,$,$,y,supp_esp
$,-,-,b,h,t,$,b,$,y,supp_esp
$,-,-,b,h,w,$,b,$,y,supp_esp
$,A,-,b,h,w,A,$,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,t,T,$,y,supp_esp
$,_,w,y,-,-,y,T,$,y,supp_esp
$,_,w,y,-,-,T,l,$,y,supp_esp
$,_,w,y,-,-,T,l,$,y,supp_esp
$,_,w,y,-,-,A,T,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,l,S,$,y,supp_esp
$,_,w,y,-,-,l,S,$,y,supp_esp
$,_,w,y,-,-,A,l,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,b,E,$,y,supp_esp
$,_,w,y,-,-,b,E,$,y,supp_esp
$,_,w,y,-,-,A,b,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,b,l,$,y,supp_esp
$,_,w,y,-,-,b,l,$,y,supp_esp
$,_,w,y,-,-,A,b,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,t,S,$,y,supp_esp
$,_,w,y,-,-,y,S,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,S,n,$,y,supp_esp
$,_,w,y,-,-,S,n,$,y,supp_esp
$,_,w,y,-,-,A,S,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,s,r,$,y,supp_esp
$,_,w,y,-,-,s,r,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,D,$,y,supp_esp
$,_,w,y,-,-,t,D,$,y,supp_esp
$,_,w,y,-,-,y,D,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,D,r,$,y,supp_esp
$,_,w,y,-,-,D,r,$,y,supp_esp
$,_,w,y,-,-,A,D,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,s,m,$,y,supp_esp
$,_,w,y,-,-,s,m,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,n,n,r,w,_,n,n,$,y,supp_esp
$,n,t,r,w,_,t,n,$,y,supp_esp
$,n,y,r,w,_,y,n,$,y,supp_esp
$,n,t,r,w,_,y,t,$,y,supp_esp
$,n,-,r,t,w,n,$,$,y,supp_esp
$,n,-,r,w,_,n,$,$,y,supp_esp
$,n,A,r,w,_,A,n,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,l,E,$,y,supp_esp
$,_,w,y,-,-,l,E,$,y,supp_esp
$,_,w,y,-,-,A,l,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,s,r,$,y,supp_esp
$,_,w,y,-,-,s,r,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,t,T,$,y,supp_esp
$,_,w,y,-,-,y,T,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,T,b,$,y,supp_esp
$,_,w,y,-,-,T,b,$,y,supp_esp
$,_,w,y,-,-,A,T,$,y,supp_esp
$,_,w,y,-,-,n,k,$,y,supp_esp
$,_,w,y,-,-,t,k,$,y,supp_esp
$,_,w,y,-,-,y,k,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,k,r,$,y,supp_esp
$,_,w,y,-,-,k,r,$,y,supp_esp
$,_,w,y,-,-,A,k,$,y,supp_esp
$,_,w,y,-,-,n,*,$,y,supp_esp
$,_,w,y,-,-,t,*,$,y,supp_esp
$,_,w,y,-,-,y,*,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,*,b,$,y,supp_esp
$,_,w,y,-,-,*,b,$,y,supp_esp
$,_,w,y,-,-,A,*,$,y,supp_esp
$,n,-,n,q,w,n,$,$,y,supp_esp
$,t,-,n,q,w,t,$,$,y,supp_esp
$,y,-,n,q,w,y,$,$,y,supp_esp
$,t,y,n,q,w,y,t,$,y,supp_esp
$,-,-,n,q,t,$,n,$,y,supp_esp
$,-,-,n,q,w,$,n,$,y,supp_esp
$,A,-,n,q,w,A,$,$,y,supp_esp
$,_,w,y,-,-,n,m,$,y,supp_esp
$,_,w,y,-,-,t,m,$,y,supp_esp
$,_,w,y,-,-,y,m,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,m,s,$,y,supp_esp
$,_,w,y,-,-,m,s,$,y,supp_esp
$,_,w,y,-,-,A,m,$,y,supp_esp
$,_,w,y,-,-,n,m,$,y,supp_esp
$,_,w,y,-,-,t,m,$,y,supp_esp
$,_,w,y,-,-,y,m,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,m,D,$,y,supp_esp
$,_,w,y,-,-,m,D,$,y,supp_esp
$,_,w,y,-,-,A,m,$,y,supp_esp
$,_,w,y,-,-,n,j,$,y,supp_esp
$,_,w,y,-,-,t,j,$,y,supp_esp
$,_,w,y,-,-,y,j,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,j,m,$,y,supp_esp
$,_,w,y,-,-,j,m,$,y,supp_esp
$,_,w,y,-,-,A,j,$,y,supp_esp
$,_,w,y,-,-,n,j,$,y,supp_esp
$,_,w,y,-,-,t,j,$,y,supp_esp
$,_,w,y,-,-,y,j,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,j,r,$,y,supp_esp
$,_,w,y,-,-,j,r,$,y,supp_esp
$,_,w,y,-,-,A,j,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,r,H,$,y,supp_esp
$,_,w,y,-,-,r,H,$,y,supp_esp
$,_,w,y,-,-,A,r,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,s,b,$,y,supp_esp
$,_,w,y,-,-,s,b,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,f,D,$,y,supp_esp
$,_,w,y,-,-,f,D,$,y,supp_esp
$,_,w,y,-,-,A,f,$,y,supp_esp
$,_,w,y,-,-,z,h,$,y,supp_esp
$,_,w,y,-,-,s,E,$,y,supp_esp
$,_,w,y,-,-,f,D,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,r,D,$,y,supp_esp
$,_,w,y,-,-,l,q,$,y,supp_esp
$,_,w,y,-,-,b,T,$,y,supp_esp
$,_,w,y,-,-,b,d,$,y,supp_esp
$,_,w,y,-,-,b,r,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,x,f,$,y,supp_esp
$,_,w,y,-,-,x,A,$,y,supp_esp
$,_,w,y,-,-,x,A,$,y,supp_esp
$,_,w,y,-,-,n,A,$,y,supp_esp
$,_,w,y,-,-,t,A,$,y,supp_esp
$,_,w,y,-,-,y,A,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,*,$,y,supp_esp
$,_,w,y,-,-,x,w,$,y,supp_esp
$,_,w,y,-,-,n,A,$,y,supp_esp
$,_,w,y,-,-,t,A,$,y,supp_esp
$,_,w,y,-,-,y,A,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,k,l,$,y,supp_esp
$,_,w,y,-,-,k,w,$,y,supp_esp
$,_,w,y,-,-,H,m,$,y,supp_esp
$,_,w,y,-,-,H,k,$,y,supp_esp
$,_,w,y,-,-,E,T,$,y,supp_esp
$,_,w,y,-,-,h,d,$,y,supp_esp
$,_,w,y,-,-,r,m,$,y,supp_esp
$,_,w,y,-,-,x,l,$,y,supp_esp
$,_,w,y,-,-,q,D,$,y,supp_esp
$,_,w,y,-,-,n,z,$,y,supp_esp
$,_,w,y,-,-,t,z,$,y,supp_esp
$,_,w,y,-,-,y,z,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,z,d,$,y,supp_esp
$,_,w,y,-,-,z,A,$,y,supp_esp
$,_,w,y,-,-,t,z,$,y,supp_esp
$,_,w,y,-,-,z,y,$,y,supp_esp
$,y,E,w,_,$,n,E,$,y,supp_esp
$,y,E,w,_,$,t,E,$,y,supp_esp
$,y,E,w,_,$,y,E,$,y,supp_esp
$,A,E,w,_,$,y,t,$,y,supp_esp
$,E,-,t,w,_,E,$,$,y,supp_esp
$,A,E,w,_,$,E,A,$,y,supp_esp
$,A,E,w,_,$,t,E,$,y,supp_esp
$,y,E,w,_,$,E,y,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,b,E,$,y,supp_esp
$,_,w,y,-,-,b,A,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,b,y,$,y,supp_esp
$,_,w,y,-,-,n,j,$,y,supp_esp
$,_,w,y,-,-,t,j,$,y,supp_esp
$,_,w,y,-,-,y,j,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,j,b,$,y,supp_esp
$,_,w,y,-,-,t,j,$,y,supp_esp
$,_,w,y,-,-,j,y,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,t,T,$,y,supp_esp
$,_,w,y,-,-,y,T,$,y,supp_esp
$,_,w,y,-,-,T,r,$,y,supp_esp
$,_,w,y,-,-,T,A,$,y,supp_esp
$,_,w,y,-,-,T,y,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,t,T,$,y,supp_esp
$,_,w,y,-,-,y,T,$,y,supp_esp
$,_,w,y,-,-,T,H,$,y,supp_esp
$,_,w,y,-,-,T,A,$,y,supp_esp
$,_,w,y,-,-,T,y,$,y,supp_esp
$,_,w,y,-,-,n,D,$,y,supp_esp
$,_,w,y,-,-,t,D,$,y,supp_esp
$,_,w,y,-,-,y,D,$,y,supp_esp
$,_,w,y,-,-,D,E,$,y,supp_esp
$,_,w,y,-,-,D,A,$,y,supp_esp
$,_,w,y,-,-,D,y,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,r,D,$,y,supp_esp
$,_,w,y,-,-,r,A,$,y,supp_esp
$,_,w,y,-,-,r,y,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,t,S,$,y,supp_esp
$,_,w,y,-,-,y,S,$,y,supp_esp
$,_,w,y,-,-,S,r,$,y,supp_esp
$,_,w,y,-,-,S,A,$,y,supp_esp
$,_,w,y,-,-,S,y,$,y,supp_esp
$,_,w,y,-,-,n,h,$,y,supp_esp
$,_,w,y,-,-,t,h,$,y,supp_esp
$,_,w,y,-,-,y,h,$,y,supp_esp
$,_,w,y,-,-,h,j,$,y,supp_esp
$,_,w,y,-,-,h,A,$,y,supp_esp
$,_,w,y,-,-,h,y,$,y,supp_esp
$,_,w,y,-,-,n,g,$,y,supp_esp
$,_,w,y,-,-,t,g,$,y,supp_esp
$,_,w,y,-,-,y,g,$,y,supp_esp
$,_,w,y,-,-,g,b,$,y,supp_esp
